id,title,isbn,publish_date,price_value,price_currency
2304,PHP for Beginners,978-100-000-230-4,2022-01-06,18.64,GBP
2305,Spring Essentials,978-100-000-230-5,2021-06-10,66.14,EUR
2306,Angular Cookbook,978-100-000-230-6,2020-07-10,74.75,GBP
2307,Java Deep Dive,978-100-000-230-7,2021-06-21,98.77,USD
2308,DevOps Cookbook,978-100-000-230-8,2020-09-01,11.92,GBP
2309,Elixir Guide,978-100-000-230-9,2020-09-02,98.52,EUR
2310,Elixir in 24 Hours,978-100-000-231-0,2021-09-26,47.43,EUR
2311,Erlang Essentials,978-100-000-231-1,2022-04-15,14.01,EUR
2312,Vue Guide,978-100-000-231-2,2022-06-18,26.25,EUR
2313,Erlang Cookbook,978-100-000-231-3,2020-06-08,49.81,GBP
2314,C# Guide,978-100-000-231-4,2021-08-02,95.55,EUR
2315,Spring in Action,978-100-000-231-5,2021-06-12,73.02,EUR
2316,TypeScript Handbook,978-100-000-231-6,2022-06-28,49.20,EUR
2317,Erlang Advanced,978-100-000-231-7,2020-11-07,47.58,USD
2318,Flask Cookbook,978-100-000-231-8,2021-09-24,18.55,USD
2319,React Advanced,978-100-000-231-9,2020-05-29,35.14,GBP
2320,PHP Cookbook,978-100-000-232-0,2020-11-21,67.14,USD
2321,Elixir Handbook,978-100-000-232-1,2021-09-15,95.81,USD
2322,Django Patterns,978-100-000-232-2,2021-11-29,80.65,EUR
2323,Scala in 24 Hours,978-100-000-232-3,2021-09-29,25.32,USD
2324,Java Fundamentals,978-100-000-232-4,2022-03-11,64.43,USD
2325,JavaScript for Beginners,978-100-000-232-5,2020-05-04,99.75,USD
2326,C++ in Action,978-100-000-232-6,2022-04-15,38.67,EUR
2327,Vue Mastery,978-100-000-232-7,2020-06-24,96.07,EUR
2328,Ruby Fundamentals,978-100-000-232-8,2022-04-14,48.66,GBP
2329,Machine Learning Fundamentals,978-100-000-232-9,2021-10-26,67.58,GBP
2330,Rust Crash Course,978-100-000-233-0,2020-01-14,56.02,EUR
2331,GCP Deep Dive,978-100-000-233-1,2021-10-03,87.48,GBP
2332,Machine Learning Patterns,978-100-000-233-2,2020-02-11,84.85,EUR
2333,Scala in 24 Hours,978-100-000-233-3,2020-03-02,90.13,USD
2334,React in 24 Hours,978-100-000-233-4,2022-09-24,45.43,EUR
2335,PHP Patterns,978-100-000-233-5,2020-12-01,49.59,EUR
2336,GCP in Action,978-100-000-233-6,2021-03-28,83.61,GBP
2337,Flutter Cookbook,978-100-000-233-7,2021-05-13,87.03,EUR
2338,Vue in 24 Hours,978-100-000-233-8,2020-05-06,33.12,USD
2339,React Mastery,978-100-000-233-9,2022-06-02,98.71,GBP
2340,PHP Mastery,978-100-000-234-0,2020-11-30,14.63,EUR
2341,Laravel Mastery,978-100-000-234-1,2020-12-25,78.81,EUR
2342,Rust in Action,978-100-000-234-2,2022-03-02,17.57,GBP
2343,Machine Learning Patterns,978-100-000-234-3,2022-04-05,34.66,USD
2344,Azure Patterns,978-100-000-234-4,2020-02-26,12.36,GBP
2345,PHP Guide,978-100-000-234-5,2021-02-05,85.85,GBP
2346,Data Science Deep Dive,978-100-000-234-6,2020-12-03,87.46,USD
2347,Flutter Patterns,978-100-000-234-7,2021-02-15,81.80,GBP
2348,Go Advanced,978-100-000-234-8,2022-02-23,12.70,EUR
2349,GCP Guide,978-100-000-234-9,2022-03-12,22.46,GBP
2350,Elixir Mastery,978-100-000-235-0,2021-02-25,13.06,EUR
2351,Scala Fundamentals,978-100-000-235-1,2022-02-02,89.63,USD
2352,JavaScript Advanced,978-100-000-235-2,2020-06-01,57.03,EUR
2353,Kubernetes Crash Course,978-100-000-235-3,2022-01-12,31.96,USD
2354,Python for Beginners,978-100-000-235-4,2020-03-21,86.33,EUR
2355,Flask in 24 Hours,978-100-000-235-5,2022-09-26,11.33,USD
2356,Vue in Action,978-100-000-235-6,2022-01-29,26.00,EUR
2357,PHP Fundamentals,978-100-000-235-7,2020-04-14,68.14,USD
2358,Scala Crash Course,978-100-000-235-8,2020-05-09,92.09,USD
2359,Cybersecurity in Action,978-100-000-235-9,2022-01-04,51.61,USD
2360,Elixir in 24 Hours,978-100-000-236-0,2022-08-15,39.10,GBP
2361,Azure for Beginners,978-100-000-236-1,2021-06-09,98.04,GBP
2362,Blockchain Guide,978-100-000-236-2,2021-05-24,33.71,USD
2363,Django Handbook,978-100-000-236-3,2020-08-03,75.62,USD
2364,Vue Demystified,978-100-000-236-4,2020-12-19,13.19,EUR
2365,Spring Fundamentals,978-100-000-236-5,2022-09-17,24.92,GBP
2366,DevOps Mastery,978-100-000-236-6,2020-06-25,46.62,GBP
2367,Django Deep Dive,978-100-000-236-7,2021-03-24,41.09,EUR
2368,DevOps Patterns,978-100-000-236-8,2021-05-07,84.53,GBP
2369,Elixir Guide,978-100-000-236-9,2021-04-05,79.61,USD
2370,C++ Advanced,978-100-000-237-0,2020-02-10,17.34,EUR
2371,React Mastery,978-100-000-237-1,2022-05-02,32.96,USD
2372,React Deep Dive,978-100-000-237-2,2022-04-16,41.58,USD
2373,Django Crash Course,978-100-000-237-3,2021-03-21,75.78,USD
2374,Go for Beginners,978-100-000-237-4,2020-04-13,53.57,USD
2375,Python Advanced,978-100-000-237-5,2021-02-03,83.07,EUR
2376,Blockchain in 24 Hours,978-100-000-237-6,2022-09-01,40.48,EUR
2377,Spring Patterns,978-100-000-237-7,2022-06-17,95.47,EUR
2378,JavaScript Deep Dive,978-100-000-237-8,2020-11-25,75.24,USD
2379,Spring Guide,978-100-000-237-9,2021-08-07,92.19,USD
2380,Kubernetes Mastery,978-100-000-238-0,2020-06-30,17.63,EUR
2381,Java Demystified,978-100-000-238-1,2021-08-22,48.63,USD
2382,Angular Fundamentals,978-100-000-238-2,2020-03-12,17.12,USD
2383,Angular in 24 Hours,978-100-000-238-3,2020-11-09,23.43,GBP
2384,TypeScript Mastery,978-100-000-238-4,2022-07-31,66.97,USD
2385,Python Deep Dive,978-100-000-238-5,2020-09-10,47.74,GBP
2386,Haskell in 24 Hours,978-100-000-238-6,2022-03-21,31.46,GBP
2387,Docker Cookbook,978-100-000-238-7,2022-08-13,37.30,EUR
2388,Python Essentials,978-100-000-238-8,2022-05-06,17.51,GBP
2389,PHP Patterns,978-100-000-238-9,2022-07-12,62.19,GBP
2390,Angular Advanced,978-100-000-239-0,2020-06-27,93.87,USD
2391,Elixir Fundamentals,978-100-000-239-1,2020-07-13,95.43,USD
2392,Azure Cookbook,978-100-000-239-2,2022-03-14,86.35,EUR
2393,Kotlin Deep Dive,978-100-000-239-3,2022-05-08,26.70,GBP
2394,Python in 24 Hours,978-100-000-239-4,2021-11-15,66.49,EUR
2395,Docker Advanced,978-100-000-239-5,2022-05-22,44.85,GBP
2396,Swift Deep Dive,978-100-000-239-6,2022-01-18,92.75,USD
2397,GCP in 24 Hours,978-100-000-239-7,2022-07-07,90.28,GBP
2398,Data Science Demystified,978-100-000-239-8,2022-02-24,93.01,EUR
2399,Erlang for Beginners,978-100-000-239-9,2022-06-15,53.53,EUR
2400,PHP Essentials,978-100-000-240-0,2021-07-10,66.34,EUR
2401,Kubernetes Guide,978-100-000-240-1,2020-04-27,77.54,USD
2402,C# Demystified,978-100-000-240-2,2021-10-29,15.76,USD
2403,GCP Crash Course,978-100-000-240-3,2022-07-19,11.96,EUR
2404,Kotlin for Beginners,978-100-000-240-4,2021-11-13,12.04,USD
2405,Vue Fundamentals,978-100-000-240-5,2021-03-16,33.26,USD
2406,Cybersecurity in Action,978-100-000-240-6,2020-10-13,81.47,USD
2407,AWS in Action,978-100-000-240-7,2020-03-28,62.33,GBP
2408,Cybersecurity Patterns,978-100-000-240-8,2022-01-06,33.04,EUR
2409,Flask Guide,978-100-000-240-9,2022-03-20,19.66,EUR
2410,Docker Essentials,978-100-000-241-0,2021-11-03,16.57,GBP
2411,C++ Guide,978-100-000-241-1,2020-01-06,86.65,GBP
2412,Go Demystified,978-100-000-241-2,2020-11-17,22.38,USD
2413,Laravel Handbook,978-100-000-241-3,2020-03-08,10.96,USD
2414,Java Guide,978-100-000-241-4,2021-05-13,12.14,EUR
2415,JavaScript in Action,978-100-000-241-5,2021-05-15,32.84,USD
2416,Laravel Demystified,978-100-000-241-6,2020-06-15,28.70,USD
2417,C++ Demystified,978-100-000-241-7,2021-08-09,34.20,GBP
2418,Django in 24 Hours,978-100-000-241-8,2021-05-02,18.77,GBP
2419,Kotlin Fundamentals,978-100-000-241-9,2021-08-13,53.60,USD
2420,Laravel for Beginners,978-100-000-242-0,2022-09-24,45.96,GBP
2421,Docker Deep Dive,978-100-000-242-1,2020-06-24,63.91,USD
2422,Angular Fundamentals,978-100-000-242-2,2020-10-18,77.49,USD
2423,Vue Crash Course,978-100-000-242-3,2022-07-25,54.17,EUR
2424,AI Demystified,978-100-000-242-4,2022-08-25,63.92,USD
2425,AWS Cookbook,978-100-000-242-5,2020-07-21,91.64,EUR
2426,Azure Fundamentals,978-100-000-242-6,2020-11-21,94.28,EUR
2427,Laravel Patterns,978-100-000-242-7,2022-01-10,68.86,GBP
2428,React Native Demystified,978-100-000-242-8,2021-12-08,56.83,USD
2429,Java Cookbook,978-100-000-242-9,2022-07-13,61.75,EUR
2430,Erlang Crash Course,978-100-000-243-0,2020-11-07,52.10,EUR
2431,Flask Crash Course,978-100-000-243-1,2020-05-09,97.01,USD
2432,AWS in Action,978-100-000-243-2,2020-07-21,19.77,USD
2433,Django Handbook,978-100-000-243-3,2020-02-07,18.92,GBP
2434,Kotlin Patterns,978-100-000-243-4,2022-06-25,36.71,USD
2435,AWS for Beginners,978-100-000-243-5,2022-08-05,56.44,EUR
2436,Angular Guide,978-100-000-243-6,2022-09-06,49.42,USD
2437,React Fundamentals,978-100-000-243-7,2020-04-22,44.85,USD
2438,Spring in 24 Hours,978-100-000-243-8,2022-08-22,13.62,EUR
2439,Ruby Crash Course,978-100-000-243-9,2020-11-18,51.07,USD
2440,Ruby in Action,978-100-000-244-0,2020-02-20,52.30,EUR
2441,Kotlin Demystified,978-100-000-244-1,2021-06-02,72.18,EUR
2442,Python Mastery,978-100-000-244-2,2022-03-07,33.24,EUR
2443,Azure Advanced,978-100-000-244-3,2022-01-24,33.69,EUR
2444,Flutter Advanced,978-100-000-244-4,2022-05-28,61.88,USD
2445,AWS in 24 Hours,978-100-000-244-5,2022-06-17,66.38,GBP
2446,Ruby Demystified,978-100-000-244-6,2021-11-25,36.83,USD
2447,Java Patterns,978-100-000-244-7,2021-03-20,56.10,USD
2448,Vue Mastery,978-100-000-244-8,2022-07-11,28.83,GBP
2449,Haskell Mastery,978-100-000-244-9,2020-03-14,27.96,USD
2450,Django Patterns,978-100-000-245-0,2020-09-02,33.39,EUR
2451,Go Advanced,978-100-000-245-1,2022-02-15,95.03,USD
2452,Kotlin Advanced,978-100-000-245-2,2020-07-02,45.46,EUR
2453,GCP Fundamentals,978-100-000-245-3,2020-03-23,80.43,EUR
2454,AI Crash Course,978-100-000-245-4,2022-01-15,73.84,GBP
2455,Vue in 24 Hours,978-100-000-245-5,2020-11-20,53.83,GBP
2456,Kotlin Deep Dive,978-100-000-245-6,2020-06-16,60.23,EUR
2457,Ruby Handbook,978-100-000-245-7,2022-07-05,54.34,USD
2458,Flutter for Beginners,978-100-000-245-8,2022-08-17,75.44,GBP
2459,TypeScript in Action,978-100-000-245-9,2020-02-14,96.33,GBP
2460,DevOps Fundamentals,978-100-000-246-0,2021-01-26,98.54,EUR
2461,JavaScript Fundamentals,978-100-000-246-1,2021-01-01,45.83,EUR
2462,Go Handbook,978-100-000-246-2,2022-07-30,70.40,EUR
2463,Swift Crash Course,978-100-000-246-3,2021-12-01,40.26,GBP
2464,Laravel Demystified,978-100-000-246-4,2020-08-22,48.00,GBP
2465,GCP Demystified,978-100-000-246-5,2021-06-28,22.81,USD
2466,React Native Guide,978-100-000-246-6,2022-05-29,99.03,USD
2467,C# for Beginners,978-100-000-246-7,2022-04-06,67.86,USD
2468,Kotlin Deep Dive,978-100-000-246-8,2022-03-22,24.16,GBP
2469,Spring Fundamentals,978-100-000-246-9,2021-03-31,29.46,USD
2470,Rust Guide,978-100-000-247-0,2021-04-21,36.01,GBP
2471,Azure Essentials,978-100-000-247-1,2021-09-19,25.67,GBP
2472,Django Mastery,978-100-000-247-2,2021-05-23,14.12,USD
2473,Haskell Deep Dive,978-100-000-247-3,2021-11-28,54.62,EUR
2474,C++ for Beginners,978-100-000-247-4,2021-12-16,28.49,GBP
2475,JavaScript Advanced,978-100-000-247-5,2020-05-07,83.64,GBP
2476,Kubernetes Cookbook,978-100-000-247-6,2021-04-29,18.90,EUR
2477,React Guide,978-100-000-247-7,2021-03-13,90.50,GBP
2478,C++ Fundamentals,978-100-000-247-8,2020-07-01,76.19,GBP
2479,Elixir Guide,978-100-000-247-9,2022-05-24,40.39,EUR
2480,PHP for Beginners,978-100-000-248-0,2021-01-28,47.46,GBP
2481,Angular Essentials,978-100-000-248-1,2020-07-19,85.09,USD
2482,Kubernetes Crash Course,978-100-000-248-2,2020-08-20,98.95,EUR
2483,Go for Beginners,978-100-000-248-3,2022-01-02,25.79,GBP
2484,Vue Handbook,978-100-000-248-4,2020-08-06,39.79,GBP
2485,Kubernetes for Beginners,978-100-000-248-5,2021-12-09,28.61,EUR
2486,GCP Guide,978-100-000-248-6,2021-10-10,35.88,GBP
2487,DevOps Crash Course,978-100-000-248-7,2020-03-13,68.79,EUR
2488,Blockchain Mastery,978-100-000-248-8,2022-05-22,71.77,USD
2489,Scala Patterns,978-100-000-248-9,2021-04-21,22.52,EUR
2490,Kubernetes Deep Dive,978-100-000-249-0,2022-04-20,51.47,USD
2491,Python Mastery,978-100-000-249-1,2020-10-27,57.92,USD
2492,Vue Fundamentals,978-100-000-249-2,2021-07-06,37.01,USD
2493,Angular Mastery,978-100-000-249-3,2021-03-14,10.18,USD
2494,Data Science for Beginners,978-100-000-249-4,2021-10-13,17.31,EUR
2495,Ruby for Beginners,978-100-000-249-5,2022-06-11,25.15,GBP
2496,Cybersecurity in 24 Hours,978-100-000-249-6,2021-02-26,74.79,GBP
2497,Haskell Cookbook,978-100-000-249-7,2020-11-19,43.48,GBP
2498,Scala Crash Course,978-100-000-249-8,2020-07-18,95.49,USD
2499,C++ Mastery,978-100-000-249-9,2020-09-25,68.16,GBP
2500,TypeScript for Beginners,978-100-000-250-0,2022-03-05,44.14,GBP
